"Time of Day","Process Name","PID","Operation","Path","Result","Detail","Image Path","Parent PID"
"2:23:00.4995931 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4997969 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4998156 PM","RAT.exe","2176","QuerySecurityFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","BUFFER OVERFLOW","Information: DACL","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4998262 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4998359 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4999054 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","SUCCESS","Desired Access: Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4999194 PM","RAT.exe","2176","QuerySecurityFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","SUCCESS","Information: DACL","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4999317 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.4999412 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5000220 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5000526 PM","RAT.exe","2176","CreateFileMapping","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5000609 PM","RAT.exe","2176","QueryStandardInformationFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","SUCCESS","AllocationSize: 16,384, EndOfFile: 16,384, NumberOfLinks: 1, DeletePending: False, Directory: False","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5000690 PM","RAT.exe","2176","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5000767 PM","RAT.exe","2176","CreateFileMapping","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","SUCCESS","SyncType: SyncTypeOther","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5000829 PM","RAT.exe","2176","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5001060 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5001163 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\cversions.1.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5002267 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5002493 PM","RAT.exe","2176","QueryStandardInformationFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","AllocationSize: 90,112, EndOfFile: 87,848, NumberOfLinks: 1, DeletePending: False, Directory: False","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5002708 PM","RAT.exe","2176","CreateFileMapping","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5002778 PM","RAT.exe","2176","QueryStandardInformationFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","AllocationSize: 90,112, EndOfFile: 87,848, NumberOfLinks: 1, DeletePending: False, Directory: False","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5002850 PM","RAT.exe","2176","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5002925 PM","RAT.exe","2176","CreateFileMapping","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","SyncType: SyncTypeOther","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5002992 PM","RAT.exe","2176","FASTIO_RELEASE_FOR_SECTION_SYNCHRONIZATION","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5003175 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5003444 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000006.db","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5088266 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5088903 PM","RAT.exe","2176","QueryOpen","C:\Users\vboxuser\AppData\Local\Temp","FAST IO DISALLOWED","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5089222 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5089355 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","CreationTime: 6/18/2025 9:00:36 PM, LastAccessTime: 6/23/2025 2:16:50 PM, LastWriteTime: 6/23/2025 2:16:18 PM, ChangeTime: 6/23/2025 2:16:18 PM, FileAttributes: D","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5089442 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5089520 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5090061 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","Desired Access: Generic Read, Disposition: Create, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: None, AllocationSize: 0, OpenResult: Created","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5091981 PM","RAT.exe","2176","QueryNameInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","Name: \Users\vboxuser\AppData\Local\Temp\nst9769.tmp","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5092665 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","CreationTime: 6/23/2025 2:23:00 PM, LastAccessTime: 6/23/2025 2:23:00 PM, LastWriteTime: 6/23/2025 2:23:00 PM, ChangeTime: 6/23/2025 2:23:00 PM, FileAttributes: A","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5092977 PM","RAT.exe","2176","ReadFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","END OF FILE","Offset: 0, Length: 2","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5093106 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5093519 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5094506 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5094728 PM","RAT.exe","2176","QueryAttributeTagFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","Attributes: A, ReparseTag: 0x0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5094838 PM","RAT.exe","2176","SetDispositionInformationEx","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","Flags: FILE_DISPOSITION_DELETE, FILE_DISPOSITION_POSIX_SEMANTICS, FILE_DISPOSITION_FORCE_IMAGE_SECTION_CHECK","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5094975 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5095624 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst9769.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5212681 PM","RAT.exe","2176","QueryOpen","C:\Users\vboxuser\AppData\Local\Temp","FAST IO DISALLOWED","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5213118 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5213287 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","CreationTime: 6/18/2025 9:00:36 PM, LastAccessTime: 6/23/2025 2:23:00 PM, LastWriteTime: 6/23/2025 2:23:00 PM, ChangeTime: 6/23/2025 2:23:00 PM, FileAttributes: D","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5213366 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5213609 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5214305 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Desired Access: Generic Read, Disposition: Create, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: None, AllocationSize: 0, OpenResult: Created","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5216488 PM","RAT.exe","2176","QueryNameInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Name: \Users\vboxuser\AppData\Local\Temp\nst976A.tmp","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5216651 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","CreationTime: 6/23/2025 2:23:00 PM, LastAccessTime: 6/23/2025 2:23:00 PM, LastWriteTime: 6/23/2025 2:23:00 PM, ChangeTime: 6/23/2025 2:23:00 PM, FileAttributes: A","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5216899 PM","RAT.exe","2176","ReadFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","END OF FILE","Offset: 0, Length: 2","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5217031 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5217305 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5217883 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5218019 PM","RAT.exe","2176","QueryDirectory","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","FileInformationClass: FileBothDirectoryInformation, Filter: nst976A.tmp, 2: nst976A.tmp","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5218219 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5218361 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5218807 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5218962 PM","RAT.exe","2176","QueryAttributeTagFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Attributes: A, ReparseTag: 0x0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5219054 PM","RAT.exe","2176","SetDispositionInformationEx","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Flags: FILE_DISPOSITION_DELETE, FILE_DISPOSITION_POSIX_SEMANTICS, FILE_DISPOSITION_FORCE_IMAGE_SECTION_CHECK","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5219168 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5219830 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5223521 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5223955 PM","RAT.exe","2176","QueryOpen","C:\Users\vboxuser\AppData","FAST IO DISALLOWED","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5224258 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5224352 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData","SUCCESS","CreationTime: 6/18/2025 9:00:36 PM, LastAccessTime: 6/23/2025 2:22:55 PM, LastWriteTime: 6/18/2025 9:00:37 PM, ChangeTime: 6/18/2025 9:00:37 PM, FileAttributes: HD","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5224415 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5224486 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5224860 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5225263 PM","RAT.exe","2176","QueryOpen","C:\Users\vboxuser\AppData\Local","FAST IO DISALLOWED","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5225557 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5225644 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local","SUCCESS","CreationTime: 6/18/2025 9:00:36 PM, LastAccessTime: 6/23/2025 2:23:00 PM, LastWriteTime: 6/23/2025 2:13:48 PM, ChangeTime: 6/23/2025 2:13:48 PM, FileAttributes: D","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5225708 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5225777 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5226168 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","NAME COLLISION","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5226581 PM","RAT.exe","2176","QueryOpen","C:\Users\vboxuser\AppData\Local\Temp","FAST IO DISALLOWED","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5226882 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5226972 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","CreationTime: 6/18/2025 9:00:36 PM, LastAccessTime: 6/23/2025 2:23:00 PM, LastWriteTime: 6/23/2025 2:23:00 PM, ChangeTime: 6/23/2025 2:23:00 PM, FileAttributes: D","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5227058 PM","RAT.exe","2176","CloseFile","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5227204 PM","RAT.exe","2176","IRP_MJ_CLOSE","C:\Users\vboxuser\AppData\Local\Temp","SUCCESS","","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5228017 PM","RAT.exe","2176","CreateFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Open Reparse Point, Attributes: N, ShareMode: Read, Write, AllocationSize: 0, OpenResult: Created","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5229400 PM","RAT.exe","2176","QueryNameInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","Name: \Users\vboxuser\AppData\Local\Temp\nst976A.tmp","C:\Users\vboxuser\Desktop\RAT.exe","4708"
"2:23:00.5229514 PM","RAT.exe","2176","QueryBasicInformationFile","C:\Users\vboxuser\AppData\Local\Temp\nst976A.tmp","SUCCESS","CreationTime: 6/23/2025 2:23:00 PM, LastAccessTime: 6/23/2025 2:23:00 PM, LastWriteTime: 6/23/2025 2:23:00 PM, ChangeTime: 6/23/2025 2:23:00 PM, FileAttributes: D","C:\Users\vboxuser\Desktop\RAT.exe","4708"
